Customer_ID,Name,Segment,Total_Balance,Silent_Churn_Risk_Index,Risk_Band,Primary_Risk_Reason,Secondary_Risk_Reason,Why_At_Risk,Risk_Archetype,Recommended_Action,Dim1_Value,Dim2_Outflow,Dim3_Digital,Dim4_Service,Dim5_Credit,Dim6_Data_Confidence
CUST_07143,Shreya Menon,Mass Retail,105212.59,47.88,Moderate,HIGH_RECENT_OUTFLOW,,High recent debit outflow (score: 16/25),B: High Outflow + Weak Supporting Evidence,Monitor for 30 days; do NOT classify as churn risk without additional signals; investigate purpose of outflow,9.24,16.21,7.65,11.15,1.96,1.67
CUST_07144,Sneha Agarwal,Mass Retail,8032.61,38.84,Moderate,DIGITAL_ENGAGEMENT_DECLINE,CREDIT_STRESS,Declining digital engagement (score: 15/20); Credit stress (Max DPD: 9.0),D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,5.4,8.54,14.54,5.1,5.26,0.0
CUST_07145,Aditya Verma,Mass Retail,45217.0,35.04,Moderate,RECENT_SERVICE_FRICTION,,"Service friction (2 complaints, CSAT: 4.0)",F: No Dominant Archetype,Standard monitoring; no immediate action required,7.22,8.9,3.59,13.37,1.96,0.0
CUST_07146,Nandini Menon,Mass Retail,8902.36,45.06,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 15/20),C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,4.05,12.75,14.82,11.48,1.96,0.0
CUST_07147,Priya Desai,Mass Retail,25550.68,48.94,Moderate,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 14/20); Service friction (1 complaints, CSAT: 3.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,6.6,12.83,14.37,13.18,1.96,0.0
CUST_07148,Rakesh Joshi,Mass Retail,19834.5,37.67,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 15/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,5.49,9.69,15.43,5.1,1.96,0.0
CUST_07149,Arjun Patel,Privileged,26920.69,45.24,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 15/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,9.72,13.66,14.8,5.1,1.96,0.0
CUST_07150,Yash Desai,Privileged,80409.21,57.23,High,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 14/20); Service friction (1 complaints, CSAT: 1.0); Credit stress (Max DPD: 14.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,11.99,12.29,14.24,13.13,5.58,0.0
CUST_07151,Pooja Verma,Mass Retail,20372.14,35.97,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,5.55,11.67,5.94,10.85,1.96,0.0
CUST_07152,Nandini Nair,Mass Retail,9492.43,42.7,Moderate,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,High recent debit outflow (score: 16/25); Declining digital engagement (score: 15/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,4.14,16.24,15.26,5.1,1.96,0.0
CUST_07153,Vivek Verma,Mass Retail,271688.37,30.42,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,10.26,7.85,5.25,5.1,1.96,0.0
CUST_07154,Srinivas Kumar,Mass Retail,3895.61,41.92,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 16/20),C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,3.06,9.02,15.85,11.2,1.96,0.83
CUST_07155,Arvind Choudhary,Mass Retail,6769.89,43.33,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 14/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,5.02,10.29,13.89,9.68,4.45,0.0
CUST_07156,Sneha Joshi,Mass Retail,12124.33,28.35,Low,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,4.56,9.94,1.04,10.85,1.96,0.0
CUST_07157,Meera Joshi,Privileged,26747.06,59.58,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,High recent debit outflow (score: 18/25); Declining digital engagement (score: 16/20),C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,9.26,17.9,15.89,11.91,4.62,0.0
CUST_07158,Sneha Verma,Mass Retail,16656.84,39.23,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 15/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,5.15,12.18,14.84,5.1,1.96,0.0
CUST_07159,Priya Kulkarni,Wealth,354776.84,62.89,High,DIGITAL_ENGAGEMENT_DECLINE,CREDIT_STRESS,"Declining digital engagement (score: 15/20); Credit stress (Max DPD: 25.0); High-value customer (Balance: ₹354,777)",A: High Value + Multi-Signal Risk,Priority RM outreach within 48 hours; personalized retention offer; fee waiver review,16.28,14.09,15.13,11.53,5.86,0.0
CUST_07160,Arvind Joshi,Mass Retail,5156.04,35.2,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,3.34,12.15,6.9,10.85,1.96,0.0
CUST_07161,Karan Joshi,Mass Retail,12371.01,53.44,High,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 16/20); Service friction (3 complaints, CSAT: 3.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,4.6,14.22,15.85,16.81,1.96,0.0
CUST_07162,Vivek Singh,Mass Retail,41668.62,32.36,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,8.25,14.72,2.33,5.1,1.96,0.0
CUST_07163,Kavya Patel,Mass Retail,66087.96,38.98,Moderate,RECENT_SERVICE_FRICTION,,"Service friction (2 complaints, CSAT: 3.5)",F: No Dominant Archetype,Standard monitoring; no immediate action required,8.53,9.4,6.43,12.66,1.96,0.0
CUST_07164,Arjun Mishra,Wealth,1580385.17,48.28,Moderate,DIGITAL_ENGAGEMENT_DECLINE,HIGH_CUSTOMER_VALUE,"Declining digital engagement (score: 14/20); High-value customer (Balance: ₹1,580,385)",F: No Dominant Archetype,Standard monitoring; no immediate action required,15.11,9.4,14.15,7.66,1.96,0.0
CUST_07165,Rahul Desai,Wealth,1073763.24,43.99,Moderate,HIGH_RECENT_OUTFLOW,HIGH_CUSTOMER_VALUE,"High recent debit outflow (score: 15/25); High-value customer (Balance: ₹1,073,763)",F: No Dominant Archetype,Standard monitoring; no immediate action required,15.78,15.32,3.75,5.1,4.04,0.0
CUST_07166,Pooja Patel,Mass Retail,123061.35,51.86,High,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 13/20); Service friction (2 complaints, CSAT: 4.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,8.85,14.64,13.34,13.07,1.96,0.0
CUST_07167,Neha Menon,Mass Retail,6268.08,35.74,Moderate,DIGITAL_ENGAGEMENT_DECLINE,CREDIT_STRESS,Declining digital engagement (score: 14/20); Credit stress (Max DPD: 14.0),D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,4.33,6.45,14.28,5.1,5.58,0.0
CUST_07168,Sneha Choudhary,Mass Retail,78962.49,42.58,Moderate,RECENT_SERVICE_FRICTION,LOW_CSAT,"Service friction (4 complaints, CSAT: 2.75)",F: No Dominant Archetype,Standard monitoring; no immediate action required,8.22,8.89,6.8,15.04,1.96,1.67
CUST_07169,Yash Rao,Mass Retail,80472.62,44.83,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 14/20),C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,8.24,9.85,13.62,11.16,1.96,0.0
CUST_07170,Pooja Mishra,Mass Retail,37511.07,57.04,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,"High recent debit outflow (score: 17/25); Declining digital engagement (score: 16/20); Service friction (2 complaints, CSAT: 3.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,8.03,17.18,15.5,14.37,1.96,0.0
CUST_07171,Kavya Mehta,Mass Retail,4864.66,50.4,High,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 16/20); Service friction (1 complaints, CSAT: 3.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,4.03,12.91,16.47,12.54,4.45,0.0
CUST_07172,Meera Patel,Privileged,90619.37,39.75,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,10.82,9.17,6.39,11.41,1.96,0.0
CUST_07173,Sahil Verma,Mass Retail,8346.89,38.59,Moderate,CREDIT_STRESS,,Credit stress (Max DPD: 10.0),D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,4.71,11.5,7.36,9.68,5.34,0.0
CUST_07174,Varun Kulkarni,Mass Retail,2600.48,29.87,Low,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,2.79,13.16,3.15,8.81,1.96,0.0
CUST_07175,Rahul Patel,Mass Retail,27740.23,47.16,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 14/20),C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,7.53,9.23,13.85,11.93,4.62,0.0
CUST_07176,Bhavya Desai,Mass Retail,19358.69,37.64,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,5.44,14.01,3.76,11.64,1.96,0.83
CUST_07177,Shreya Sharma,Mass Retail,210160.11,58.48,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,"High recent debit outflow (score: 16/25); Declining digital engagement (score: 16/20); Service friction (2 complaints, CSAT: 3.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,10.04,16.26,15.75,14.47,1.96,0.0
CUST_07178,Shreya Kumar,Mass Retail,16069.41,50.56,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,High recent debit outflow (score: 16/25); Declining digital engagement (score: 15/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,7.03,16.46,14.98,7.47,4.62,0.0
CUST_07179,Akash Joshi,Mass Retail,9241.37,38.39,Moderate,RECENT_SERVICE_FRICTION,HIGH_COMPLAINT_FREQUENCY,"Service friction (4 complaints, CSAT: 4.25); Credit stress (Max DPD: 27.0)",D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,4.86,10.56,2.91,13.35,5.88,0.83
CUST_07180,Ishita Bose,Wealth,1530376.1,46.99,Moderate,RECENT_SERVICE_FRICTION,,"Service friction (3 complaints, CSAT: 3.67)",F: No Dominant Archetype,Standard monitoring; no immediate action required,14.5,14.36,1.46,14.71,1.96,0.0
CUST_07181,Nandini Reddy,Mass Retail,11045.99,39.68,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,5.74,14.45,7.27,10.26,1.96,0.0
CUST_07182,Rahul Reddy,Mass Retail,3777.93,38.75,Moderate,RECENT_SERVICE_FRICTION,HIGH_COMPLAINT_FREQUENCY,"Service friction (5 complaints, CSAT: 4.0)",F: No Dominant Archetype,Standard monitoring; no immediate action required,3.03,10.28,8.0,14.65,1.96,0.83
CUST_07183,Ananya Singh,Mass Retail,53177.57,35.77,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,7.55,9.32,5.3,11.64,1.96,0.0
CUST_07184,Priya Gupta,Mass Retail,10548.83,30.06,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,4.31,11.74,6.95,5.1,1.96,0.0
CUST_07185,Lakshmi Iyer,Mass Retail,2755.2,39.09,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,3.57,12.44,7.77,10.54,4.77,0.0
CUST_07186,Mohan Singh,Mass Retail,729.05,34.43,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,2.5,13.47,5.75,10.75,1.96,0.0
CUST_07187,Shreya Agarwal,Mass Retail,71295.09,39.8,Moderate,RECENT_SERVICE_FRICTION,,"Service friction (2 complaints, CSAT: 4.0)",F: No Dominant Archetype,Standard monitoring; no immediate action required,8.07,9.94,6.08,13.75,1.96,0.0
CUST_07188,Nandini Iyer,Privileged,25087.96,37.57,Moderate,HIGH_RECENT_OUTFLOW,,High recent debit outflow (score: 17/25),B: High Outflow + Weak Supporting Evidence,Monitor for 30 days; do NOT classify as churn risk without additional signals; investigate purpose of outflow,9.12,17.3,4.09,5.1,1.96,0.0
CUST_07189,Nikhil Iyer,Mass Retail,40176.92,40.75,Moderate,RECENT_SERVICE_FRICTION,LOW_CSAT,"Service friction (1 complaints, CSAT: 2.0)",F: No Dominant Archetype,Standard monitoring; no immediate action required,6.97,11.36,6.8,13.66,1.96,0.0
CUST_07190,Aarav Singh,Privileged,177014.85,47.77,Moderate,HIGH_RECENT_OUTFLOW,RECENT_SERVICE_FRICTION,"High recent debit outflow (score: 18/25); Service friction (3 complaints, CSAT: 4.67)",F: No Dominant Archetype,Standard monitoring; no immediate action required,12.27,17.67,3.81,12.06,1.96,0.0
CUST_07191,Aditi Verma,Privileged,115331.74,44.91,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 14/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,11.18,12.33,14.34,5.1,1.96,0.0
CUST_07192,Nandini Patel,Wealth,73737.35,50.33,High,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 14/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,12.92,12.49,13.89,9.07,1.96,0.0
CUST_07193,Pooja Mehta,Mass Retail,19768.79,49.71,Moderate,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 16/20); Service friction (4 complaints, CSAT: 4.75)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,5.49,11.36,16.42,14.48,1.96,0.0
CUST_07194,Pranav Menon,Mass Retail,20308.07,33.26,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,6.89,11.29,3.78,8.51,1.96,0.83
CUST_07195,Priya Gupta,Privileged,37265.2,60.68,High,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 15/20); Service friction (2 complaints, CSAT: 1.5)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,9.97,14.14,14.82,16.84,4.91,0.0
CUST_07196,Arvind Agarwal,Privileged,80853.55,60.26,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,"High recent debit outflow (score: 17/25); Declining digital engagement (score: 15/20); Service friction (2 complaints, CSAT: 2.5)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,11.85,17.34,14.84,14.27,1.96,0.0
CUST_07197,Dev Iyer,Privileged,111634.14,51.21,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,High recent debit outflow (score: 17/25); Declining digital engagement (score: 15/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,11.73,17.32,15.1,5.1,1.96,0.0
CUST_07198,Karan Iyer,Mass Retail,213523.32,42.95,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 15/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,9.46,11.18,15.25,5.1,1.96,0.0
CUST_07199,Riya Reddy,Mass Retail,210551.35,45.64,Moderate,HIGH_RECENT_OUTFLOW,CREDIT_STRESS,High recent debit outflow (score: 16/25); Credit stress (Max DPD: 75.0),D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,10.95,15.62,4.92,8.2,5.95,0.0
CUST_07200,Nikhil Kumar,Wealth,697885.47,59.89,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,"High recent debit outflow (score: 17/25); Declining digital engagement (score: 14/20); Service friction (2 complaints, CSAT: 3.5)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,14.31,16.92,14.31,12.39,1.96,0.0
CUST_07201,Meera Nair,Privileged,159883.25,48.87,Moderate,RECENT_SERVICE_FRICTION,CREDIT_STRESS,"Service friction (2 complaints, CSAT: 3.0); Credit stress (Max DPD: 9.0)",D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,13.8,10.42,5.69,13.7,5.26,0.0
CUST_07202,Lakshmi Kulkarni,Mass Retail,25413.1,51.98,High,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 15/20),C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,7.34,13.96,15.02,11.41,4.25,0.0
CUST_07203,Bhavya Bose,Mass Retail,60506.81,54.38,High,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 14/20); Service friction (3 complaints, CSAT: 4.67)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,7.78,14.45,14.34,15.85,1.96,0.0
CUST_07204,Ananya Singh,Mass Retail,5070.39,42.56,Moderate,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 16/20); Service friction (1 complaints, CSAT: 3.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,3.32,8.25,15.72,13.31,1.96,0.0
CUST_07205,Kavya Naidu,Privileged,32339.98,41.03,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 15/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,8.93,10.31,14.73,5.1,1.96,0.0
CUST_07206,Rakesh Kumar,Privileged,56470.61,44.95,Moderate,RECENT_SERVICE_FRICTION,LOW_CSAT,"Service friction (1 complaints, CSAT: 1.0)",F: No Dominant Archetype,Standard monitoring; no immediate action required,10.81,10.73,6.85,12.52,4.04,0.0
CUST_07207,Pooja Kumar,Mass Retail,5046.28,24.75,Low,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,4.07,9.28,1.85,5.1,4.45,0.0
CUST_07208,Manish Joshi,Mass Retail,30740.02,38.86,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,7.02,11.86,7.19,10.0,1.96,0.83
CUST_07209,Srinivas Nair,Privileged,46179.53,45.1,Moderate,RECENT_SERVICE_FRICTION,LOW_CSAT,"Service friction (1 complaints, CSAT: 1.0)",F: No Dominant Archetype,Standard monitoring; no immediate action required,9.67,13.41,7.79,12.27,1.96,0.0
CUST_07210,Varun Mishra,Privileged,65750.78,36.6,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,10.31,14.01,5.22,5.1,1.96,0.0
CUST_07211,Bhavya Agarwal,Mass Retail,20188.07,41.95,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,6.28,13.15,6.64,11.84,4.04,0.0
CUST_07212,Nikhil Nair,Mass Retail,22449.76,43.29,Moderate,CREDIT_STRESS,,Credit stress (Max DPD: 7.0),D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,7.11,13.56,5.65,11.93,5.04,0.0
CUST_07213,Sneha Bose,Mass Retail,47427.04,52.39,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,"High recent debit outflow (score: 16/25); Declining digital engagement (score: 14/20); Service friction (1 complaints, CSAT: 2.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,7.93,16.45,14.02,12.03,1.96,0.0
CUST_07214,Rahul Menon,Mass Retail,2783.7,49.28,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 16/20),C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,3.57,13.65,16.27,11.02,4.77,0.0
CUST_07215,Ishita Desai,Mass Retail,35165.84,45.7,Moderate,RECENT_SERVICE_FRICTION,,"Service friction (2 complaints, CSAT: 3.0)",F: No Dominant Archetype,Standard monitoring; no immediate action required,7.9,13.94,7.43,14.47,1.96,0.0
CUST_07216,Vivek Naidu,Mass Retail,197982.55,49.76,Moderate,HIGH_RECENT_OUTFLOW,RECENT_SERVICE_FRICTION,"High recent debit outflow (score: 16/25); Service friction (1 complaints, CSAT: 3.0)",F: No Dominant Archetype,Standard monitoring; no immediate action required,9.98,15.66,8.29,13.87,1.96,0.0
CUST_07217,Karan Mehta,Mass Retail,46270.75,42.61,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 13/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,7.87,14.23,13.45,5.1,1.96,0.0
CUST_07218,Kiran Joshi,Mass Retail,66990.46,43.14,Moderate,HIGH_RECENT_OUTFLOW,RECENT_SERVICE_FRICTION,"High recent debit outflow (score: 17/25); Service friction (3 complaints, CSAT: 3.33)",F: No Dominant Archetype,Standard monitoring; no immediate action required,9.15,16.94,1.16,13.93,1.96,0.0
CUST_07219,Aditi Mehta,Mass Retail,18245.75,44.26,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 14/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,6.07,11.7,14.21,7.66,4.62,0.0
CUST_07220,Nandini Nair,Mass Retail,56495.66,39.01,Moderate,HIGH_RECENT_OUTFLOW,,High recent debit outflow (score: 16/25),B: High Outflow + Weak Supporting Evidence,Monitor for 30 days; do NOT classify as churn risk without additional signals; investigate purpose of outflow,8.26,15.69,1.17,11.93,1.96,0.0
CUST_07221,Rahul Singh,Mass Retail,571.65,38.21,Moderate,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 14/20); Service friction (2 complaints, CSAT: 4.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,2.48,7.88,13.75,12.14,1.96,0.0
CUST_07222,Ananya Joshi,Mass Retail,25689.58,34.57,Moderate,RECENT_SERVICE_FRICTION,,"Service friction (1 complaints, CSAT: 5.0)",F: No Dominant Archetype,Standard monitoring; no immediate action required,6.77,8.8,4.97,12.07,1.96,0.0
CUST_07223,Arjun Singh,Mass Retail,15134.34,51.59,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,High recent debit outflow (score: 15/25); Declining digital engagement (score: 14/20),C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,6.32,15.4,13.58,11.84,4.45,0.0
CUST_07224,Gaurav Nair,Mass Retail,135541.89,55.26,High,DIGITAL_ENGAGEMENT_DECLINE,CREDIT_STRESS,Declining digital engagement (score: 15/20); Credit stress (Max DPD: 16.0),C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,11.06,12.19,14.69,11.64,5.68,0.0
CUST_07225,Raj Kumar,Mass Retail,12295.9,40.03,Moderate,DIGITAL_ENGAGEMENT_DECLINE,CREDIT_STRESS,Declining digital engagement (score: 16/20); Credit stress (Max DPD: 9.0),D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,5.33,8.36,15.98,5.1,5.26,0.0
CUST_07226,Harish Verma,Privileged,9770.58,53.96,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,"High recent debit outflow (score: 18/25); Declining digital engagement (score: 14/20); Service friction (3 complaints, CSAT: 4.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,6.59,17.61,13.92,13.88,1.96,0.0
CUST_07227,Pranav Kumar,Mass Retail,2962.95,40.66,Moderate,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 14/20); Service friction (3 complaints, CSAT: 4.33)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,2.85,9.25,14.08,12.52,1.96,0.0
CUST_07228,Sahil Sharma,Privileged,233698.0,41.63,Moderate,HIGH_RECENT_OUTFLOW,,High recent debit outflow (score: 16/25),B: High Outflow + Weak Supporting Evidence,Monitor for 30 days; do NOT classify as churn risk without additional signals; investigate purpose of outflow,13.3,16.17,5.1,5.1,1.96,0.0
CUST_07229,Harish Mehta,Mass Retail,18768.44,31.55,Moderate,CREDIT_STRESS,,Credit stress (Max DPD: 32.0),D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,6.13,9.56,4.86,5.1,5.9,0.0
CUST_07230,Meera Verma,Mass Retail,7006.32,39.93,Moderate,CREDIT_STRESS,,Credit stress (Max DPD: 21.0),D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,5.06,13.21,7.05,8.81,5.8,0.0
CUST_07231,Bhavya Kumar,Mass Retail,10452.86,35.04,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 13/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,4.9,9.67,13.41,5.1,1.96,0.0
CUST_07232,Sanjay Verma,Wealth,430988.6,47.25,Moderate,HIGH_RECENT_OUTFLOW,RECENT_SERVICE_FRICTION,"High recent debit outflow (score: 17/25); Service friction (2 complaints, CSAT: 4.0)",F: No Dominant Archetype,Standard monitoring; no immediate action required,14.12,17.27,1.17,12.73,1.96,0.0
CUST_07233,Ravi Menon,Privileged,73660.01,49.06,Moderate,RECENT_SERVICE_FRICTION,HIGH_COMPLAINT_FREQUENCY,"Service friction (5 complaints, CSAT: 3.0)",F: No Dominant Archetype,Standard monitoring; no immediate action required,10.52,11.37,6.99,18.22,1.96,0.0
CUST_07234,Arjun Sharma,Mass Retail,31730.1,39.66,Moderate,RECENT_SERVICE_FRICTION,LOW_CSAT,"Service friction (2 complaints, CSAT: 2.5)",F: No Dominant Archetype,Standard monitoring; no immediate action required,6.49,8.73,7.81,14.67,1.96,0.0
CUST_07235,Divya Iyer,Mass Retail,32269.08,40.8,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 14/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,6.53,10.99,13.85,7.47,1.96,0.0
CUST_07236,Sneha Naidu,Mass Retail,30630.96,52.27,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,"High recent debit outflow (score: 15/25); Declining digital engagement (score: 15/20); Service friction (2 complaints, CSAT: 4.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,6.41,15.32,15.04,13.54,1.96,0.0
